,r,p_value
0,0.07956744437522834,0.15948405159484053
1,0.12271330515302825,0.07329267073292671
2,-0.09125781126891115,0.135986401359864
3,0.02015279072216245,0.39886011398860116
4,0.14689678151041652,0.0380961903809619
5,0.217935256907645,0.0052994700529947
6,0.07996853362125443,0.1668833116688331
7,0.13214060628505128,0.0494950504949505
8,-0.0013803010868207602,0.5056494350564944
9,0.2069559469837793,0.010198980101989802
10,0.01808380546535463,0.3962603739626037
11,0.17208345219434534,0.020097990200979902
12,0.10502154304917274,0.11608839116088392
13,0.07701609219864464,0.16648335166483352
14,0.19254407127141074,0.0160983901609839
15,0.12250253031105017,0.07069293070692931
16,0.13250701490289177,0.05849415058494151
17,0.06825593150773436,0.21407859214078592
18,0.21998677867736605,0.0027997200279972004
19,0.035365097660674596,0.3243675632436756
20,0.11680379962005041,0.07729227077292271
21,0.13917412301025278,0.0456954304569543
22,0.12324152977740611,0.062993700629937
23,0.08722267492091804,0.14678532146785322
24,0.11759128456887095,0.07479252074792521
25,0.18545279258123062,0.015198480151984802
26,0.07946071440280951,0.16098390160983903
27,0.11340128818097585,0.08749125087491251
28,0.18154323695767063,0.012598740125987402
29,0.0616544536429414,0.22677732226777322
30,0.08482061538052747,0.14408559144085592
31,0.3560124665084261,9.999000099990002e-05
32,0.11370234760023273,0.08509149085091491
33,0.062100196768632425,0.23097690230976903
34,0.08888866315579955,0.1493850614938506
35,0.11522808806905707,0.08869113088691132
36,0.18691042738200742,0.012398760123987601
37,0.2096184271065519,0.0044995500449955
38,0.15388367843648254,0.0287971202879712
39,0.02975996034578061,0.3337666233376662
40,0.10667848310652737,0.10528947105289471
41,0.0722380297048218,0.17738226177382263
42,0.1311897668771828,0.04789521047895211
43,0.21978238754705415,0.0037996200379962005
44,0.13077833605128852,0.05369463053694631
45,0.04247005638813934,0.31796820317968205
46,0.35772495407970795,9.999000099990002e-05
47,0.08706419882020515,0.10868913108689131
48,0.11337509524334553,0.0760923907609239
49,0.15500494373642137,0.0374962503749625
